Version = 2.0
Id,Category,DM Address,Name,PLCNo,40000,ModbusAddress,AlgoNo,Length,DataType,BitNo,UseEngUnit,Offset,Span,Monitor,Control,Direction,IOType,EnableTraceLog,Description,Remark,,,,,,,,
372,IO Monitor,D10216.0,PLC1Output097,1,216,40216,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output97,,,,,,,,,
373,IO Monitor,D10216.1,PLC1Output098,1,216,40216,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output98,,,,,,,,,
374,IO Monitor,D10216.2,PLC1Output099,1,216,40216,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output99,,,,,,,,,
375,IO Monitor,D10216.3,PLC1Output100,1,216,40216,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output100,,,,,,,,,
376,IO Monitor,D10216.4,PLC1Output101,1,216,40216,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output101,,,,,,,,,
377,IO Monitor,D10216.5,PLC1Output102,1,216,40216,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output102,,,,,,,,,
378,IO Monitor,D10216.6,PLC1Output103,1,216,40216,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output103,,,,,,,,,
379,IO Monitor,D10216.7,PLC1Output104,1,216,40216,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output104,,,,,,,,,
380,IO Monitor,D10216.8,PLC1Output105,1,216,40216,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output105,,,,,,,,,
381,IO Monitor,D10216.9,PLC1Output106,1,216,40216,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output106,,,,,,,,,
382,IO Monitor,D10216.10,PLC1Output107,1,216,40216,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output107,,,,,,,,,
383,IO Monitor,D10216.11,PLC1Output108,1,216,40216,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output108,,,,,,,,,
384,IO Monitor,D10216.12,PLC1Output109,1,216,40216,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output109,,,,,,,,,
385,IO Monitor,D10216.13,PLC1Output110,1,216,40216,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output110,,,,,,,,,
386,IO Monitor,D10216.14,PLC1Output111,1,216,40216,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output111,,,,,,,,,
387,IO Monitor,D10216.15,PLC1Output112,1,216,40216,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output112,,,,,,,,,
388,IO Monitor,D10217.0,PLC1Output113,1,217,40217,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output113,,,,,,,,,
389,IO Monitor,D10217.1,PLC1Output114,1,217,40217,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output114,,,,,,,,,
390,IO Monitor,D10217.2,PLC1Output115,1,217,40217,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output115,,,,,,,,,
391,IO Monitor,D10217.3,PLC1Output116,1,217,40217,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output116,,,,,,,,,
392,IO Monitor,D10217.4,PLC1Output117,1,217,40217,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output117,,,,,,,,,
393,IO Monitor,D10217.5,PLC1Output118,1,217,40217,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output118,,,,,,,,,
394,IO Monitor,D10217.6,PLC1Output119,1,217,40217,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output119,,,,,,,,,
395,IO Monitor,D10217.7,PLC1Output120,1,217,40217,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output120,,,,,,,,,
396,IO Monitor,D10217.8,PLC1Output121,1,217,40217,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output121,,,,,,,,,
397,IO Monitor,D10217.9,PLC1Output122,1,217,40217,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output122,,,,,,,,,
398,IO Monitor,D10217.10,PLC1Output123,1,217,40217,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output123,,,,,,,,,
399,IO Monitor,D10217.11,PLC1Output124,1,217,40217,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output124,,,,,,,,,
400,IO Monitor,D10217.12,PLC1Output125,1,217,40217,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output125,,,,,,,,,
401,IO Monitor,D10217.13,PLC1Output126,1,217,40217,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output126,,,,,,,,,
402,IO Monitor,D10217.14,PLC1Output127,1,217,40217,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output127,,,,,,,,,
403,IO Monitor,D10217.15,PLC1Output128,1,217,40217,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output128,,,,,,,,,
404,IO Monitor,D10218.0,PLC1Output129,1,218,40218,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output129,,,,,,,,,
405,IO Monitor,D10218.1,PLC1Output130,1,218,40218,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output130,,,,,,,,,
406,IO Monitor,D10218.2,PLC1Output131,1,218,40218,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output131,,,,,,,,,
407,IO Monitor,D10218.3,PLC1Output132,1,218,40218,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output132,,,,,,,,,
408,IO Monitor,D10218.4,PLC1Output133,1,218,40218,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output133,,,,,,,,,
409,IO Monitor,D10218.5,PLC1Output134,1,218,40218,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output134,,,,,,,,,
410,IO Monitor,D10218.6,PLC1Output135,1,218,40218,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output135,,,,,,,,,
411,IO Monitor,D10218.7,PLC1Output136,1,218,40218,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output136,,,,,,,,,
412,IO Monitor,D10218.8,PLC1Output137,1,218,40218,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output137,,,,,,,,,
413,IO Monitor,D10218.9,PLC1Output138,1,218,40218,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output138,,,,,,,,,
414,IO Monitor,D10218.10,PLC1Output139,1,218,40218,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output139,,,,,,,,,
415,IO Monitor,D10218.11,PLC1Output140,1,218,40218,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output140,,,,,,,,,
416,IO Monitor,D10218.12,PLC1Output141,1,218,40218,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output141,,,,,,,,,
417,IO Monitor,D10218.13,PLC1Output142,1,218,40218,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output142,,,,,,,,,
418,IO Monitor,D10218.14,PLC1Output143,1,218,40218,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output143,,,,,,,,,
419,IO Monitor,D10218.15,PLC1Output144,1,218,40218,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output144,,,,,,,,,
420,IO Monitor,D10219.0,PLC1Output145,1,219,40219,0,1,Bit,0,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output145,,,,,,,,,
421,IO Monitor,D10219.1,PLC1Output146,1,219,40219,0,1,Bit,1,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output146,,,,,,,,,
422,IO Monitor,D10219.2,PLC1Output147,1,219,40219,0,1,Bit,2,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output147,,,,,,,,,
423,IO Monitor,D10219.3,PLC1Output148,1,219,40219,0,1,Bit,3,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output148,,,,,,,,,
424,IO Monitor,D10219.4,PLC1Output149,1,219,40219,0,1,Bit,4,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output149,,,,,,,,,
425,IO Monitor,D10219.5,PLC1Output150,1,219,40219,0,1,Bit,5,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output150,,,,,,,,,
426,IO Monitor,D10219.6,PLC1Output151,1,219,40219,0,1,Bit,6,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output151,,,,,,,,,
427,IO Monitor,D10219.7,PLC1Output152,1,219,40219,0,1,Bit,7,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output152,,,,,,,,,
428,IO Monitor,D10219.8,PLC1Output153,1,219,40219,0,1,Bit,8,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output153,,,,,,,,,
429,IO Monitor,D10219.9,PLC1Output154,1,219,40219,0,1,Bit,9,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output154,,,,,,,,,
430,IO Monitor,D10219.10,PLC1Output155,1,219,40219,0,1,Bit,10,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output155,,,,,,,,,
431,IO Monitor,D10219.11,PLC1Output156,1,219,40219,0,1,Bit,11,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output156,,,,,,,,,
432,IO Monitor,D10219.12,PLC1Output157,1,219,40219,0,1,Bit,12,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output157,,,,,,,,,
433,IO Monitor,D10219.13,PLC1Output158,1,219,40219,0,1,Bit,13,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output158,,,,,,,,,
434,IO Monitor,D10219.14,PLC1Output159,1,219,40219,0,1,Bit,14,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output159,,,,,,,,,
435,IO Monitor,D10219.15,PLC1Output160,1,219,40219,0,1,Bit,15,0,0,0,0,1,PLC?IPC,Output,,PLC1 I/O Output160,,,,,,,,,
436,Manual,D10250,PLC1_MANUAL_ORIGIN_IN_1_16,1,250,40250,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
437,Manual,D10251,PLC1_MANUAL_IN_1_16,1,251,40251,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
438,Manual,D10252,PLC1_MANUAL_IN_17_32,1,252,40252,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.17~NO.32),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
439,Manual,D10253,PLC1_MANUAL_IN_33_48,1,253,40253,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.33~NO.48),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
440,Manual,D10254,PLC1_MANUAL_IN_49_64,1,254,40254,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.49~NO.64),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
441,Manual,D10255,PLC1_MANUAL_IN_65_80,1,255,40255,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.65~NO.80),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
442,Manual,D10256,PLC1_MANUAL_IN_81_96,1,256,40256,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.81~NO.96),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
443,Manual,D10257,PLC1_MANUAL_IN_97_112,1,257,40257,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.97~NO.112),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
444,Manual,D10258,PLC1_MANUAL_IN_113_128,1,258,40258,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.113~NO.128),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
445,Manual,D10259,PLC1_MANUAL_IN_129_144,1,259,40259,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.129~NO.144),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
446,Manual,D10260,PLC1_MANUAL_IN_145_160,1,260,40260,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.145~NO.160),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
447,Manual,D10261,PLC1_MANUAL_IN_161_176,1,261,40261,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.161~NO.176),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
448,Manual,D10262,PLC1_MANUAL_IN_177_192,1,262,40262,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.177~NO.192),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
449,Manual,D10263,PLC1_MANUAL_IN_193_208,1,263,40263,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.193~NO.208),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
450,Manual,D10264,PLC1_MANUAL_IN_209_224,1,264,40264,0,1,UInt16,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal (NO.209~NO.224),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
451,Manual,D10265,PLC1_MANUAL_ORIGIN_OUT_1_16,1,265,40265,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Individual Return to Origin Display (NO.1~NO.16),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
452,Manual,D10266,PLC1_MANUAL_OUT1_16,1,266,40266,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.1~NO.16),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
453,Manual,D10267,PLC1_MANUAL_OUT_17_32,1,267,40267,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.17~NO.32),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
454,Manual,D10268,PLC1_MANUAL_OUT_33_48,1,268,40268,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.33~NO.48),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
455,Manual,D10269,PLC1_MANUAL_OUT_49_64,1,269,40269,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.49~NO.64),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
456,Manual,D10270,PLC1_MANUAL_OUT_65_80,1,270,40270,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.65~NO.80),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
457,Manual,D10271,PLC1_MANUAL_OUT_81_96,1,271,40271,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.81~NO.96),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
458,Manual,D10272,PLC1_MANUAL_OUT_97_112,1,272,40272,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.97~NO.112),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
459,Manual,D10273,PLC1_MANUAL_OUT_113_128,1,273,40273,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.113~NO.128),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
460,Manual,D10274,PLC1_MANUAL_OUT_129_144,1,274,40274,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.129~NO.144),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
461,Manual,D10275,PLC1_MANUAL_OUT_145_160,1,275,40275,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.145~NO.160),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
462,Manual,D10276,PLC1_MANUAL_OUT_161_176,1,276,40276,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.161~NO.176),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
463,Manual,D10277,PLC1_MANUAL_OUT_177_192,1,277,40277,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display(NO.177~NO.192),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
464,Manual,D10278,PLC1_MANUAL_OUT_193_208,1,278,40278,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display(NO.193~NO.208),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
465,Manual,D10279,PLC1_MANUAL_OUT_209_224,1,279,40279,0,1,UInt16,0,0,0,0,0,1,PLC?IPC,None,,PLC1 Manual Display (NO.209~NO.224),Change the operation state to 0?1 each.. Polling monitoring in 1 second,,,,,,,,
466,Manual,D10250.0,PLC1_MANUAL_ORIGIN_IN_1,1,250,40250,0,1,Bit,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
467,Manual,D10250.1,PLC1_MANUAL_ORIGIN_IN_2,1,250,40250,0,1,Bit,1,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
468,Manual,D10250.2,PLC1_MANUAL_ORIGIN_IN_3,1,250,40250,0,1,Bit,2,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
469,Manual,D10250.3,PLC1_MANUAL_ORIGIN_IN_4,1,250,40250,0,1,Bit,3,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
470,Manual,D10250.4,PLC1_MANUAL_ORIGIN_IN_5,1,250,40250,0,1,Bit,4,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
471,Manual,D10250.5,PLC1_MANUAL_ORIGIN_IN_6,1,250,40250,0,1,Bit,5,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
472,Manual,D10250.6,PLC1_MANUAL_ORIGIN_IN_7,1,250,40250,0,1,Bit,6,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
473,Manual,D10250.7,PLC1_MANUAL_ORIGIN_IN_8,1,250,40250,0,1,Bit,7,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
474,Manual,D10250.8,PLC1_MANUAL_ORIGIN_IN_9,1,250,40250,0,1,Bit,8,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
475,Manual,D10250.9,PLC1_MANUAL_ORIGIN_IN_10,1,250,40250,0,1,Bit,9,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
476,Manual,D10250.10,PLC1_MANUAL_ORIGIN_IN_11,1,250,40250,0,1,Bit,10,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
477,Manual,D10250.11,PLC1_MANUAL_ORIGIN_IN_12,1,250,40250,0,1,Bit,11,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
478,Manual,D10250.12,PLC1_MANUAL_ORIGIN_IN_13,1,250,40250,0,1,Bit,12,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
479,Manual,D10250.13,PLC1_MANUAL_ORIGIN_IN_14,1,250,40250,0,1,Bit,13,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
480,Manual,D10250.14,PLC1_MANUAL_ORIGIN_IN_15,1,250,40250,0,1,Bit,14,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
481,Manual,D10250.15,PLC1_MANUAL_ORIGIN_IN_16,1,250,40250,0,1,Bit,15,0,0,0,0,1,IPC?PLC,None,,PLC1 Individual Return to Origin Signal (NO.1~NO.16),Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
482,Manual,D10251.0,PLC1_MANUAL_IN 1,1,251,40251,0,1,Bit,0,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 1,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
483,Manual,D10251.1,PLC1_MANUAL_IN 2,1,251,40251,0,1,Bit,1,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 2,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
484,Manual,D10251.2,PLC1_MANUAL_IN 3,1,251,40251,0,1,Bit,2,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 3,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
485,Manual,D10251.3,PLC1_MANUAL_IN 4,1,251,40251,0,1,Bit,3,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 4,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
486,Manual,D10251.4,PLC1_MANUAL_IN 5,1,251,40251,0,1,Bit,4,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 5,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
487,Manual,D10251.5,PLC1_MANUAL_IN 6,1,251,40251,0,1,Bit,5,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 6,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
488,Manual,D10251.6,PLC1_MANUAL_IN 7,1,251,40251,0,1,Bit,6,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 7,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
489,Manual,D10251.7,PLC1_MANUAL_IN 8,1,251,40251,0,1,Bit,7,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 8,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
490,Manual,D10251.8,PLC1_MANUAL_IN 9,1,251,40251,0,1,Bit,8,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 9,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
491,Manual,D10251.9,PLC1_MANUAL_IN 10,1,251,40251,0,1,Bit,9,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 10,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
492,Manual,D10251.10,PLC1_MANUAL_IN 11,1,251,40251,0,1,Bit,10,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 11,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
493,Manual,D10251.11,PLC1_MANUAL_IN 12,1,251,40251,0,1,Bit,11,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 12,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
494,Manual,D10251.12,PLC1_MANUAL_IN 13,1,251,40251,0,1,Bit,12,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 13,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
495,Manual,D10251.13,PLC1_MANUAL_IN 14,1,251,40251,0,1,Bit,13,0,0,0,0,1,IPC?PLC,None,,PLC1 Manual Signal NO 14,Create a switch to the IPC monitor and turn on the signal by pressing the switch. Recognize triggers from IPC and turn on PLC devices,,,,,,,,
